                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    457,                 1.1348,                0.77214,                   1.29,                0.93118,                0.93196,                0.97225,                0.76299,                0.81212,                0.55383,                 1.1278,             0.00019424,             0.00019424,             0.00019424
                    458,                  1.149,                0.79108,                 1.3138,                0.92768,                0.93367,                0.97393,                0.76529,                 0.8068,                0.54854,                 1.1242,             0.00019028,             0.00019028,             0.00019028
                    459,                 1.0904,                0.77477,                 1.2905,                0.93341,                0.93159,                0.97479,                0.76626,                0.80519,                0.54239,                 1.1211,             0.00018632,             0.00018632,             0.00018632
                    460,                 1.1155,                0.78824,                 1.2971,                0.94538,                0.93116,                0.97636,                0.76425,                0.81793,                0.54024,                 1.1223,             0.00018236,             0.00018236,             0.00018236
                    461,                 1.1506,                0.79461,                   1.33,                 0.9426,                0.93354,                0.97652,                0.76736,                0.81443,                0.54087,                  1.122,              0.0001784,              0.0001784,              0.0001784
                    462,                 1.1331,                0.78012,                 1.3262,                0.94695,                0.93213,                0.97666,                0.76596,                0.80593,                0.54051,                 1.1191,             0.00017444,             0.00017444,             0.00017444
                    463,                  1.146,                0.81116,                  1.308,                0.94915,                0.93117,                0.97713,                0.76918,                0.80417,                0.53915,                 1.1186,             0.00017048,             0.00017048,             0.00017048
                    464,                 1.1556,                0.78381,                 1.3229,                0.94916,                0.92959,                0.97634,                0.77049,                0.80114,                  0.538,                 1.1171,             0.00016652,             0.00016652,             0.00016652
                    465,                 1.1028,                 0.7714,                 1.3064,                 0.9454,                0.93146,                0.97637,                 0.7698,                0.80004,                0.53732,                 1.1174,             0.00016256,             0.00016256,             0.00016256
                    466,                 1.1009,                0.76956,                 1.2902,                0.94086,                0.93134,                 0.9764,                0.77091,                0.79839,                 0.5386,                 1.1155,              0.0001586,              0.0001586,              0.0001586
                    467,                 1.1442,                0.80784,                 1.3271,                0.94194,                0.93275,                0.97656,                 0.7687,                0.79842,                0.53952,                 1.1154,             0.00015464,             0.00015464,             0.00015464
                    468,                 1.1441,                0.76956,                 1.3115,                0.94119,                 0.9369,                0.97688,                0.76906,                0.79752,                 0.5402,                 1.1157,             0.00015068,             0.00015068,             0.00015068
                    469,                 1.1653,                 0.8182,                 1.3331,                0.93965,                0.93621,                0.97669,                0.76684,                 0.7989,                0.54073,                 1.1174,             0.00014672,             0.00014672,             0.00014672
                    470,                 1.1012,                 0.7867,                 1.3154,                0.94337,                0.93575,                0.97659,                0.76301,                0.80091,                0.54256,                 1.1197,             0.00014276,             0.00014276,             0.00014276
                    471,                 1.1251,                 0.7777,                 1.3172,                0.94558,                0.93196,                0.97718,                 0.7654,                0.79627,                0.54117,                 1.1174,              0.0001388,              0.0001388,              0.0001388
                    472,                 1.1924,                0.84586,                 1.3544,                0.95114,                0.93275,                0.97796,                0.76537,                0.79718,                 0.5387,                 1.1141,             0.00013484,             0.00013484,             0.00013484
                    473,                 1.1104,                0.77007,                 1.2953,                0.95332,                0.93196,                0.97756,                0.76516,                0.80108,                0.53775,                 1.1145,             0.00013088,             0.00013088,             0.00013088
                    474,                 1.1196,                0.78079,                 1.3208,                0.95842,                0.93014,                0.97805,                 0.7672,                 0.7926,                0.53523,                 1.1097,             0.00012692,             0.00012692,             0.00012692
                    475,                 1.1306,                0.78477,                 1.3105,                0.95474,                0.93196,                0.97833,                0.77024,                0.78341,                0.53394,                 1.1056,             0.00012296,             0.00012296,             0.00012296
                    476,                 1.1018,                0.77696,                 1.3108,                0.95154,                0.93513,                0.97836,                0.76979,                0.78272,                 0.5352,                 1.1061,               0.000119,               0.000119,               0.000119
                    477,                 1.1338,                0.78384,                 1.3179,                0.95028,                0.93434,                0.97806,                0.76906,                0.78479,                0.53444,                  1.106,             0.00011504,             0.00011504,             0.00011504
                    478,                 1.1219,                0.76561,                 1.2774,                0.94206,                0.93909,                0.97775,                0.77189,                0.78194,                0.53275,                 1.1029,             0.00011108,             0.00011108,             0.00011108
                    479,                 1.1344,                0.78486,                 1.2938,                0.94307,                0.93987,                0.97739,                0.77361,                0.78128,                0.53275,                 1.1019,             0.00010712,             0.00010712,             0.00010712
                    480,                 1.1152,                 0.7686,                 1.3023,                0.93908,                0.93901,                0.97714,                0.76957,                0.78693,                0.53542,                 1.1044,             0.00010316,             0.00010316,             0.00010316
                    481,                 1.0859,                0.75859,                 1.2726,                0.93672,                0.94225,                0.97648,                0.76924,                0.78875,                0.53626,                 1.1059,               9.92e-05,               9.92e-05,               9.92e-05
                    482,                 1.1323,                0.80823,                 1.3591,                0.93404,                0.94111,                0.97602,                0.77264,                0.78287,                0.53258,                 1.1028,              9.524e-05,              9.524e-05,              9.524e-05
                    483,                 1.1152,                0.77776,                 1.3188,                0.94043,                0.93677,                 0.9775,                0.77515,                0.77897,                0.52915,                 1.0999,              9.128e-05,              9.128e-05,              9.128e-05
                    484,                  1.127,                0.78863,                 1.3271,                0.94708,                0.93448,                0.97768,                0.77625,                0.78386,                0.52806,                 1.1015,              8.732e-05,              8.732e-05,              8.732e-05
                    485,                  1.061,                0.76488,                 1.2851,                0.94759,                0.93671,                0.97869,                0.77532,                0.78565,                0.52834,                 1.1021,              8.336e-05,              8.336e-05,              8.336e-05
                    486,                 1.1546,                0.78511,                 1.3008,                0.94734,                0.93943,                0.97798,                 0.7762,                 0.7794,                0.52829,                 1.1016,               7.94e-05,               7.94e-05,               7.94e-05
                    487,                 1.1215,                0.76497,                 1.3058,                0.94654,                0.93858,                0.97877,                 0.7776,                0.77546,                0.52774,                 1.1001,              7.544e-05,              7.544e-05,              7.544e-05
                    488,                 1.0928,                 0.7577,                 1.2935,                0.94796,                0.93665,                0.97776,                 0.7729,                0.77739,                0.52759,                 1.1025,              7.148e-05,              7.148e-05,              7.148e-05
                    489,                 1.1476,                0.80677,                 1.3389,                0.94862,                0.93592,                0.97778,                0.77261,                0.77784,                0.52749,                 1.1023,              6.752e-05,              6.752e-05,              6.752e-05
                    490,                 1.1313,                0.81641,                 1.3487,                0.95008,                 0.9375,                0.97811,                0.77603,                0.77087,                0.52422,                 1.0979,              6.356e-05,              6.356e-05,              6.356e-05
                    491,                 1.1253,                0.78332,                 1.3243,                0.95029,                0.93763,                0.97767,                  0.776,                0.77154,                0.52419,                 1.0959,               5.96e-05,               5.96e-05,               5.96e-05
                    492,                 1.0543,                0.75807,                  1.273,                0.95128,                 0.9375,                0.97831,                0.77363,                0.78828,                0.52702,                 1.0983,              5.564e-05,              5.564e-05,              5.564e-05
                    493,                 1.0842,                0.75438,                 1.2745,                0.94812,                0.93976,                0.97757,                0.76778,                0.80749,                0.53205,                 1.1051,              5.168e-05,              5.168e-05,              5.168e-05
                    494,                 1.0447,                0.72412,                 1.2454,                0.94456,                0.93592,                 0.9747,                0.75149,                 0.8574,                0.54731,                 1.1232,              4.772e-05,              4.772e-05,              4.772e-05
                    495,                 1.0331,                0.73067,                 1.2477,                0.94608,                0.93006,                0.97347,                0.74485,                0.87257,                0.55323,                 1.1296,              4.376e-05,              4.376e-05,              4.376e-05
                    496,                 1.0222,                0.72224,                 1.2437,                 0.9437,                0.92722,                0.97297,                0.74341,                0.87705,                0.55756,                 1.1306,               3.98e-05,               3.98e-05,               3.98e-05
                    497,                 1.0827,                 0.7576,                 1.2773,                 0.9446,                0.92959,                0.97467,                0.74674,                0.86696,                0.55575,                 1.1259,              3.584e-05,              3.584e-05,              3.584e-05
                    498,                 1.0777,                0.74353,                 1.2625,                0.93966,                0.93636,                0.97267,                0.75372,                0.84192,                0.55157,                 1.1158,              3.188e-05,              3.188e-05,              3.188e-05
                    499,                0.98448,                0.68233,                 1.1988,                0.93609,                0.93592,                0.97177,                0.75675,                0.83226,                0.54941,                 1.1118,              2.792e-05,              2.792e-05,              2.792e-05
                    500,                0.99345,                0.72568,                 1.2315,                0.93901,                0.93792,                0.97105,                0.76092,                0.81517,                0.54775,                 1.1051,              2.396e-05,              2.396e-05,              2.396e-05
